Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Country,Stage,Funds_Raised_USD
Tia,New York City,Healthcare,,0.23,17/10/2025,https://www.businessinsider.com/womens-health-startup-tia-cut-23-of-workforce-layoff-2025-10,United States,Series B,133
Bill.com,SF Bay Area,Finance,,0.06,15/10/2025,https://www.bill.com/blog/a-message-to-bill-employees,United States,Post-IPO,280
OfferUp,Seattle,Retail,,,15/10/2025,https://www.geekwire.com/2025/offerup-hit-with-new-round-of-layoffs-as-marketplace-plans-to-simplify-its-offerings/,United States,Unknown,381
Handshake,SF Bay Area,Recruiting,100,0.15,14/10/2025,https://www.upstartsmedia.com/p/handshake-refounding-layoff-ai,United States,Series F,434
Smartsheet,Seattle,Other,120,,02/10/2025,https://www.geekwire.com/2025/smartsheet-cuts-jobs-shortly-after-departure-of-longtime-ceo/,United States,Post-IPO,152
Google,SF Bay Area,Consumer,50,,02/10/2025,https://www.sfchronicle.com/tech/article/google-bay-area-layoffs-21081705.php,United States,Post-IPO,26
Paycom,Oklahoma City,HR,500,,01/10/2025,https://www.oklahoman.com/story/business/information-technology/2025/10/01/paycom-layoffs-2025-workers-replaced-with-ai/86448337007/,United States,Post-IPO,
Google,SF Bay Area,Consumer,100,,01/10/2025,https://www.cnbc.com/2025/10/01/google-cloud-unit-layoffs.html,United States,Post-IPO,26
Simpl,"Bengaluru, Non-U.S.",Finance,80,,01/10/2025,https://inc42.com/buzz/bnpl-startup-simpl-lays-off-80-employees-after-rbi-whiplash/,India,Series B,72
Just Eat,"Amsterdam, Non-U.S.",Food,450,0.05,25/09/2025,https://www.reuters.com/business/world-at-work/just-eat-lay-off-around-450-employees-partly-automating-operations-2025-09-25/,Netherlands,Acquired,129
GamesKraft,"Bengaluru, Non-U.S.",Consumer,120,,18/09/2025,https://inc42.com/buzz/now-gameskraft-lays-off-120-employees/,India,Unknown,
ZipRecruiter,"Tel Aviv, Non-U.S.",Recruiting,80,,16/09/2025,https://www.calcalistech.com/ctechnews/article/pwjukv20s,United States,Post-IPO,769
Fiverr,"Tel Aviv, Non-U.S.",Other,250,0.3,15/09/2025,https://www.wsj.com/business/fiverr-to-cut-about-250-jobs-in-refocusing-effort-reiterates-guidance-8f15ee4b,Israel,Post-IPO,111
Sorbet,"Tel Aviv, Non-U.S.",Finance,,,14/09/2025,https://www.calcalistech.com/ctechnews/article/syhzsenjxl,Israel,Series A,58
Hike,"New Delhi, Non-U.S.",Consumer,,1,13/09/2025,https://techcrunch.com/2025/09/13/hike-once-a-unicorn-shuts-down-as-india-cracks-down-on-real-money-gaming/,India,Unknown,261
xAI,SF Bay Area,AI,500,,12/09/2025,https://www.businessinsider.com/elon-musk-xai-layoffs-data-annotators-2025-9,United States,Unknown,22700
Zupee,"New Delhi, Non-U.S.",Consumer,170,0.3,11/09/2025,https://yourstory.com/2025/09/zupee-employees-real-money-gaming-ban-layoffs,India,Series B,121
Atlassian,"Sydney, Non-U.S.",Other,200,,10/09/2025,https://www.ziptone.nl/en/nieuws/atlassian-schrapt-200-customerservicebanen-in-nederland-en-frankrijk/,Australia,Post-IPO,210
Verbit,New York City,Data,22,,10/09/2025,https://www.calcalistech.com/ctechnews/article/r19t0xjixg,United States,Series E,569
Microsoft,Seattle,Other,42,,08/09/2025,https://www.bizjournals.com/seattle/news/2025/09/08/microsoft-lays-off-dozens-more-employees-in-wa.html,United States,Post-IPO,1
Rivian,Los Angeles,Transportation,200,0.01,05/09/2025,https://www.latimes.com/business/story/2025-09-08/rivian-lays-off-employees-new-suv-tax-credits,United States,Post-IPO,10700
Scope3,New York City,Energy,,,05/09/2025,https://www.adweek.com/media/scope3-lays-off-sales-staff-ai-agentic-advertising-restructuring/,United States,Series B,45
Head Digital Works,"Hyderabad, Non-U.S.",Consumer,500,,04/09/2025,https://entrackr.com/news/a23-parent-lays-off-500-employees-following-rmg-ban-report-9901016,India,Private Equity,74
Salesforce,SF Bay Area,Sales,262,,04/09/2025,https://www.kron4.com/news/bay-area/salesforce-laying-off-262-employees-in-san-francisco-after-ceo-praises-ai/,United States,Post-IPO,65
Oracle,SF Bay Area,Other,254,,04/09/2025,https://www.kron4.com/news/technology-ai/oracle-bay-area-layoffs/,United States,Post-IPO,
GupShup,SF Bay Area,Other,100,,04/09/2025,https://inc42.com/buzz/exclusive-gupshup-lays-off-100-employees-in-cost-cutting-exercise/,India,Series F,484
Bobble AI,"New Delhi, Non-U.S.",Consumer,50,,04/09/2025,https://entrackr.com/exclusive/exclusive-bobble-ai-lays-off-50-employees-amid-organizational-redesign-9888363,India,Unknown,59
Oracle,Seattle,Other,101,,03/09/2025,https://www.seattletimes.com/business/cloud-computing-giant-oracle-lays-off-more-seattle-workers/,United States,Post-IPO,
Salesforce,Seattle,Sales,93,,03/09/2025,https://www.seattletimes.com/business/seattle-area-tech-layoffs-mount-with-salesforce-and-oracle-job-cuts/,United States,Post-IPO,65
Salesforce,"Dublin, Non-U.S.",Sales,30,,03/09/2025,https://www.thejournal.ie/salesforce-ireland-redundancies-6806486-Sep2025/,United States,Post-IPO,65
The Gist,"Tel Aviv, Non-U.S.",Other,,1,03/09/2025,https://www.calcalistech.com/ctechnews/article/jeyngl375,Israel,Seed,7
theGist,"Tel Aviv, Non-U.S.",Other,,1,03/09/2025,https://www.calcalistech.com/ctechnews/article/jeyngl375,Israel,Seed,7
Vimeo,New York City,Consumer,,0.1,03/09/2025,https://www.linkedin.com/posts/phmoyer_today-we-announced-that-we-will-be-reducing-activity-7369003115422851074-qHt-/,United States,Post-IPO,450
Oracle,Kansas City,Other,,,02/09/2025,https://www.kmbc.com/article/oracle-layoffs-kansas-city-cerner-employees/65961940,United States,Post-IPO,
Games 24x7,"Mumbai, Non-U.S.",Consumer,400,,01/09/2025,https://www.peoplematters.in/news/strategic-hr/after-mpl-games24x7-lays-off-400-employees-govt-steps-in-43232,India,Unknown,75
Mobile Premier League,"Bengaluru, Non-U.S.",Consumer,300,,01/09/2025,https://timesofindia.indiatimes.com/technology/tech-news/online-gaming-app-ban-mpl-to-layoff-60-of-india-staff/articleshow/123618820.cms,India,Series E,375
Krutrim,"Bengaluru, Non-U.S.",AI,50,,01/09/2025,https://www.techinasia.com/news/olas-krutrim-cuts-nearly-50-linguistics-staff-in-third-layoff,India,Unknown,304
Salesforce,SF Bay Area,Sales,4000,,31/08/2025,https://www.businessinsider.com/marc-benioff-says-salesforce-cut-4000-roles-because-of-agents-2025-9,United States,Post-IPO,65
Flip,SF Bay Area,Consumer,,1,29/08/2025,https://www.sfgate.com/tech/article/flip-startup-shuts-down-billion-21022297.php,United States,Series C,294
Rec Room,Seattle,Consumer,141,,27/08/2025,https://www.geekwire.com/2025/filing-rec-room-layoffs-impact-141-employees-at-seattle-gaming-startup/,United States,Series F,294
Verily,SF Bay Area,Healthcare,,,26/08/2025,https://www.businessinsider.com/alphabets-verily-lays-off-staff-cuts-its-devices-program-2025-8,United States,Subsidiary,3500
Klaviyo,Boston,Marketing,,,25/08/2025,https://www.theinformation.com/briefings/klaviyo-restructures-r-d-teams-emphasizes-ai-technical-skills,United States,Unknown,778
BeepKart,"Bengaluru, Non-U.S.",Retail,150,1,23/08/2025,https://inc42.com/buzz/exclusive-stellaris-backed-beepkart-shuts-down/,India,Series A,19
TikTok,"London, Non-U.S.",Consumer,,,22/08/2025,https://www.wsj.com/tech/tiktok-to-lay-off-hundreds-of-u-k-content-moderators-in-ai-push-d040ae21,United Kingdom,Acquired,
Cisco,SF Bay Area,Infrastructure,221,,19/08/2025,https://www.sfchronicle.com/tech/article/cisco-oracle-layoffs-bay-area-20824135.php,United States,Post-IPO,2
Oracle,SF Bay Area,Other,101,,19/08/2025,https://www.sfchronicle.com/tech/article/cisco-oracle-layoffs-bay-area-20824135.php,United States,Post-IPO,
Kyte,SF Bay Area,Transportation,,1,15/08/2025,https://techcrunch.com/2025/08/15/kyte-which-billed-itself-as-the-best-competitor-to-hertz-shuts-down/,United States,Unknown,548
Restaurant365,Los Angeles,Food,100,0.09,14/08/2025,https://www.restaurantbusinessonline.com/technology/tech-supplier-restaurant365-lays-9-staff,United States,Series C,127
Oracle,SF Bay Area,Other,289,,13/08/2025,https://www.pleasantonweekly.com/business/2025/08/19/dozens-of-pleasanton-workers-hit-by-wave-of-oracle-layoffs/,United States,Post-IPO,
Oracle,SF Bay Area,Other,188,,13/08/2025,https://www.sfchronicle.com/tech/article/oracle-tech-layoffs-20818166.php,United States,Post-IPO,
Oracle,Seattle,Other,161,,13/08/2025,https://www.geekwire.com/2025/oracle-lays-off-161-employees-in-seattle-as-part-of-broader-reported-cuts-impacting-cloud-business/,United States,Post-IPO,
F5,Seattle,Security,106,0.02,13/08/2025,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,United States,Post-IPO,
Micron,Boise,Hardware,300,,12/08/2025,https://www.scmp.com/tech/big-tech/article/3321613/micron-starts-lay-offs-china-us-memory-chipmaker-retreats-mobile-nand-market,United States,Post-IPO,50
BenchSci,"Toronto, Non-U.S.",Healthcare,83,0.23,12/08/2025,https://www.theglobeandmail.com/business/article-benchsci-job-cuts-replace-humans-with-ai/?intcmp=gift_share,Canada,Series D,164
Amdocs,St. Louis,Support,,,12/08/2025,https://www.calcalistech.com/ctechnews/article/legpd5dv7,United States,Post-IPO,
Crunchyroll,"Tokyo, Non-U.S.",Media,,,12/08/2025,https://www.thewrap.com/crunchyroll-restructuring-layoffs/,Japan,Acquired,26
Kaltura,New York City,Media,70,0.1,07/08/2025,https://www.calcalistech.com/ctechnews/article/6a8duhohw,United States,Post-IPO,166
Nextdoor,SF Bay Area,Consumer,67,0.12,07/08/2025,https://www.bloomberg.com/news/articles/2025-08-07/nextdoor-cuts-12-of-workforce-in-quest-for-profitability,United States,Post-IPO,736
Peloton,New York City,Fitness,,0.06,07/08/2025,https://www.reuters.com/technology/peloton-cut-more-jobs-forecasts-strong-2026-revenue-shares-rise-2025-08-07/,United States,Post-IPO,1900
Yotpo,New York City,Marketing,200,0.34,05/08/2025,https://www.calcalistech.com/ctechnews/article/s1cc5uk00xx,United States,Unknown,436
Windsurf,SF Bay Area,AI,30,,05/08/2025,https://techcrunch.com/2025/08/05/three-weeks-after-acquiring-windsurf-cognition-offers-staff-the-exit-door/,United States,Acquired,243
Wondery,Los Angeles,Media,100,,04/08/2025,https://variety.com/2025/biz/news/amazon-reorganizes-audio-wondery-audible-jen-sargent-exit-1236477796/,United States,Acquired,15
Clear,"Bengaluru, Non-U.S.",Finance,145,0.16,01/08/2025,https://entrackr.com/news/clear-cuts-16-of-workforce-amid-peak-tax-filing-season-9628272,India,Series C,140
Atlassian,"Sydney, Non-U.S.",Other,150,,30/07/2025,https://au.finance.yahoo.com/news/atlassian-billionaire-spruiks-ai-as-ceo-fires-150-workers-over-video-in-scary-digital-revolution-052623412.html,Australia,Post-IPO,210
Astra,"Bengaluru, Non-U.S.",Sales,106,1,28/07/2025,https://inc42.com/buzz/aravind-srinivas-backed-ai-startup-astra-shuts-operations/,India,Unknown,
Krutrim,"Bengaluru, Non-U.S.",AI,100,,28/07/2025,https://inc42.com/buzz/krutrim-lays-off-over-100-staff-in-fresh-job-cuts-report/,India,Unknown,304
Eyeo,"Cologne, Non-U.S.",,,0.4,28/07/2025,https://www.adexchanger.com/privacy/eyeo-names-new-ceo-cuts-40-of-staff-and-refocuses-the-business-on-privacy/,Germany,Unknown,
Ohm Mobility,Bengaluru,Transportation,,1,24/07/2025,https://entrackr.com/snippets/ev-financing-startup-ohm-mobility-shuts-down-operations-9534248,India,Seed,
Tipalti,SF Bay Area,Finance,,,24/07/2025,https://www.calcalistech.com/ctechnews/article/syrnrsyvgg,United States,Series F,565
PlaxidityX,"Tel Aviv, Non-U.S.",Security,65,0.36,23/07/2025,https://www.calcalistech.com/ctechnews/article/rk1c9mclxl,Israel,Acquired,25
WiseTech,"Sydney, Non-U.S.",Logistics,,,23/07/2025,https://www.reuters.com/world/asia-pacific/australias-wisetech-cut-some-jobs-ai-driven-efficiency-push-2025-07-23/,Australia,Post-IPO,3000
ConsenSys,New York City,Crypto,47,0.07,22/07/2025,https://www.bloomberg.com/news/articles/2025-07-22/crypto-software-firm-consensys-eliminates-about-7-of-workforce,United States,Series D,726
Zeen,SF Bay Area,Consumer,,1,21/07/2025,https://www.businessinsider.com/social-media-creator-economy-collage-startup-zeen-shutting-down-2025-7,United States,Unknown,9
Rocket Companies,Detroit,Real Estate,,0.02,18/07/2025,https://www.housingwire.com/articles/rocket-lays-off-2-of-workforce-after-closing-redfin-acquisition/,United States,Post-IPO,5200
TytoCare,New York City,Healthcare,35,0.22,17/07/2025,https://www.calcalistech.com/ctechnews/article/sjv1k6i8xx,United States,Series E,206
Amazon,Seattle,Retail,,,17/07/2025,https://www.reuters.com/business/retail-consumer/amazons-aws-cloud-computing-unit-cuts-least-hundreds-jobs-sources-say-2025-07-17/,United States,Post-IPO,8100
Amicole,New York City,Retail,,1,17/07/2025,https://techcrunch.com/2025/07/17/after-raising-over-3m-popular-vc-backed-beauty-brand-ami-cole-is-shuttering/,United States,Seed,5
CodeParrot,"Bengaluru, Non-U.S.",Product,,1,17/07/2025,https://inc42.com/buzz/another-startup-bites-the-dust-y-combinator-backed-codeparrot-shuts-down/,India,Seed,
Scale AI,SF Bay Area,Data,200,0.14,16/07/2025,https://www.bloomberg.com/news/articles/2025-07-16/scale-ai-to-cut-14-of-staff-following-meta-investment,United States,Series E,602
Lenovo,Raleigh,Hardware,100,0.03,16/07/2025,https://www.newsobserver.com/news/business/article310699130.html,United States,Post-IPO,850
Jamf,Minneapolis,Other,166,0.06,15/07/2025,https://www.bizjournals.com/twincities/news/2025/07/16/jamf-lays-off-166-employees.html,United States,Post-IPO,332
King.com,"Stockholm, Non-U.S.",Consumer,200,,14/07/2025,https://mobilegamer.biz/laid-off-king-staff-set-to-be-replaced-by-the-ai-tools-they-helped-build-say-sources/,Sweden,Acquired,84
Blip,"Bengaluru, Non-U.S.",Retail,,1,12/07/2025,https://inc42.com/buzz/quick-fashion-startup-blip-shuts-shop/,India,Unknown,
Intel,Sacramento,Hardware,5000,,11/07/2025,https://www.manufacturingdive.com/news/intel-layoffs-surpass-5000-across-California-Oregon-Arizona-Texas/752756/,United States,Post-IPO,12
TripleLift,New York City,Marketing,,,11/07/2025,https://www.adexchanger.com/publishers/triplelift-quietly-lays-off-a-double-digit-percentage-of-its-workforce/,United States,Acquired,16
Indeed + Glassdoor,Austin,HR,1300,,10/07/2025,https://www.bloomberg.com/news/articles/2025-07-10/indeed-glassdoor-to-cut-1-300-jobs-in-ai-focused-consolidation,United States,Acquired,5
Augury,New York City,Manufacturing,60,0.18,10/07/2025,https://www.calcalistech.com/ctechnews/article/sk7t511thxx,United States,Series E,274
Eigen Labs,Seattle,Crypto,29,0.25,08/07/2025,https://blockworks.co/news/eigen-layoffs-25-eigencloud,United States,Unknown,234
Nayax,"Tel Aviv, Non-U.S.",Finance,70,0.06,07/07/2025,https://www.calcalistech.com/ctechnews/article/bjzblekrel,Israel,Post-IPO,245
Subtl AI,"Hyderabad, Non-U.S.",AI,,1,03/07/2025,https://inc42.com/buzz/genai-startup-subtl-ai-shuts-shop-after-failing-to-raise-funds/,India,Seed,
Microsoft,Seattle,Other,9000,0.04,02/07/2025,https://www.cnbc.com/2025/07/02/microsoft-laying-off-about-9000-employees-in-latest-round-of-cuts.html,United States,Post-IPO,1
Retrain.ai,New York City,HR,20,1,02/07/2025,https://www.calcalistech.com/ctechnews/article/s1avcuzhgg,Israel,Unknown,34
Okra,"Lagos, Non-U.S.",Finance,,1,02/07/2025,https://techpoint.africa/news/okra-cofounder-fara-jituboh-exits/,Nigeria,Series A,12
TikTok,"Dublin, Non-U.S.",Consumer,,,02/07/2025,https://www.bloomberg.com/news/articles/2025-07-02/tiktok-shop-cuts-more-us-workers-in-third-round-since-april,Ireland,Acquired,
TomTom,"Amsterdam, Non-U.S.",Other,300,0.1,30/06/2025,https://www.tomtom.com/newsroom/press-releases/earnings-other/29121/tomtom-advances-its-product-led-strategy-and-realigns-its-organization/,Netherlands,Post-IPO,430
Rivian,Los Angeles,Transportation,140,0.01,26/06/2025,https://techcrunch.com/2025/06/26/rivian-cuts-dozens-on-manufacturing-team-ahead-of-r2-launch/,United States,Post-IPO,10700
Bumble,Austin,Consumer,240,0.3,25/06/2025,https://www.cnbc.com/2025/06/25/bumble-layoffs.html,United States,Post-IPO,313
Klue,"Vancouver, Non-U.S.",Sales,85,0.4,25/06/2025,https://betakit.com/klue-lays-off-40-percent-of-staff-as-startup-faces-internal-and-external-ai-pressure/,Canada,Series B,83
Google,SF Bay Area,Consumer,75,,24/06/2025,https://www.theinformation.com/articles/google-cuts-smart-tv-budget-doubles-youtube,United States,Post-IPO,26
Intel,Sacramento,Hardware,,,24/06/2025,https://www.oregonlive.com/silicon-forest/2025/06/intel-will-shut-down-its-automotive-business-lay-off-most-of-the-departments-employees.html,United States,Post-IPO,12
Microsoft,Seattle,Other,,,24/06/2025,https://www.bloomberg.com/news/articles/2025-06-24/microsoft-plans-major-job-cuts-at-xbox-gaming-division?accessToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzb3VyY2UiOiJTdWJzY3JpYmVyR2lmdGVkQXJ0aWNsZSIsImlhdCI6MTc1MDc3Mjc0NiwiZXhwIjoxNzUxMzc3NTQ2LCJhcnRpY2xlSWQiOiJTWUQ0VkxEV1JHRzAwMCIsImJjb25uZWN0SWQiOiJCMUVBQkI5NjQ2QUM0REZFQTJBRkI4MjI1MzgyQTJFQSJ9.iMkVuxzB6m6hT_Rpwa-NQCTCvDapSt1DaRfpnGaqUSw&embedded-checkout=true&leadSource=uverify%20wall,United States,Post-IPO,1
Pluralsight,Salt Lake City,Education,,0.17,24/06/2025,https://www.sltrib.com/news/business/2025/06/26/pluralsight-is-leaving-utah-after/,United States,Acquired,192
Khoros,Austin,Sales,116,,20/06/2025,https://www.bizjournals.com/austin/news/2025/06/20/layoffs-at-austin-social-media-co-khoros.html,United States,Private Equity,138
Sabi,"Lagos, Non-U.S.",Retail,50,0.2,19/06/2025,https://techcrunch.com/2025/06/20/after-raising-38m-african-e-commerce-startup-sabi-lays-off-20-pivots-to-traceable-exports/,Nigeria,Series B,66
Intel,"Tel Aviv, Non-U.S.",Hardware,,,17/06/2025,https://www.calcalistech.com/ctechnews/article/pgg42xgob,Israel,Post-IPO,12
Salto,"Tel Aviv, Non-U.S.",Other,30,0.5,10/06/2025,https://www.calcalistech.com/ctechnews/article/byxvfir7lx,Israel,Series B,69
ZoomInfo,"Vancouver, Non-U.S.",Sales,150,0.04,09/06/2025,https://www.oregonlive.com/silicon-forest/2025/06/zoominfo-one-of-portland-areas-most-valuable-companies-will-cut-200-jobs.html,Canada,Post-IPO,7
Playtika,"Tel Aviv, Non-U.S.",Consumer,90,,05/06/2025,https://www.calcalistech.com/ctechnews/article/hjhutnrggg,Israel,Post-IPO,
Airtime,New York City,Consumer,25,0.43,04/06/2025,https://techcrunch.com/2025/06/04/its-layoff-season-at-phil-libins-airtime/,United States,Series B,33
Microsoft,Seattle,Other,305,0.03,02/06/2025,https://www.geekwire.com/2025/new-filing-microsoft-cuts-another-305-jobs-in-washington-state/,United States,Post-IPO,1
Hims & Hers,SF Bay Area,Healthcare,68,0.04,30/05/2025,https://www.reuters.com/business/healthcare-pharmaceuticals/hims-cut-4-workforce-amid-ban-weight-loss-drug-copies-2025-05-30/,United States,Post-IPO,1200
Business Insider,New York City,Media,,0.2,29/05/2025,https://www.adweek.com/media/business-insider-layoffs-traffic-sensitivity/,United States,Acquired,56
eBay,"Tel Aviv, Non-U.S.",Retail,200,,28/05/2025,https://www.calcalistech.com/ctechnews/article/hywdt44mxx,Israel,Post-IPO,1200
Cars24,"Gurugram, Non-U.S.",Transportation,120,,27/05/2025,https://inc42.com/buzz/cars24-to-fire-120-more-employees-in-restructuring-exercise/,India,Series G,1300
